0,32.6, 29.45, 37.85, 40.25, 38.3, 35.05, 49.45, 56.9, 53.05, 50.2, 57.55, 62.8, 65.1, 60.85, 54.5, 74.05, 69.5, 74.7, 77.45, 71.25, 77.6, 70.95, 79.1, 78.8, 79.95, 79.7, 77.45, 81.95, 80.05, 80.0, 82.45, 77.4, 82.55, 81.8, 80.95, 84.15, 75.65, 83.75, 84.6, 81.55, 84.5, 81.65, 83.55, 85.4, 83.15, 85.8, 81.25, 84.95, 85.6, 82.65, 84.3, 84.35, 83.75, 86.55, 81.85, 84.45, 82.8, 83.0, 86.35, 78.85, 84.85, 83.6, 83.25, 84.9, 78.3, 85.4, 82.15, 82.25, 82.3, 82.1, 84.8, 83.5, 83.7, 85.45, 78.55
1,32.3, 29.55, 25.4, 33.65, 34.75, 41.0, 23.45, 50.95, 47.2, 48.35, 60.75, 38.25, 65.6, 59.7, 62.3, 74.85, 71.1, 72.85, 73.9, 76.7, 77.6, 81.7, 75.8, 79.35, 79.1, 78.55, 82.2, 77.95, 83.2, 77.8, 78.55, 81.25, 77.35, 83.25, 79.7, 80.85, 79.25, 78.35, 83.7, 83.4, 82.5, 76.95, 77.55, 83.65, 83.35, 81.6, 82.6, 76.9, 84.6, 81.05, 81.6, 84.1, 76.75, 85.0, 81.45, 84.75, 79.65, 79.75, 85.5, 85.5, 82.95, 81.45, 82.0, 84.4, 86.3, 82.15, 78.05, 81.65, 80.6, 84.5, 84.4, 78.9, 80.1, 84.9, 84.35
2,32.45, 29.4, 23.6, 36.6, 35.7, 49.5, 43.65, 62.35, 58.0, 56.8, 68.25, 56.9, 69.75, 72.55, 66.6, 77.55, 75.9, 75.45, 79.3, 81.75, 81.9, 79.7, 82.25, 80.4, 77.85, 84.15, 81.05, 82.0, 84.5, 84.9, 86.5, 85.25, 82.1, 86.2, 84.95, 86.2, 86.4, 84.55, 86.6, 86.95, 87.6, 86.15, 84.1, 87.1, 85.4, 87.85, 85.85, 84.75, 86.25, 86.6, 83.55, 87.95, 83.55, 87.5, 85.05, 86.35, 87.6, 85.85, 86.7, 86.0, 82.7, 86.95, 83.9, 87.45, 84.55, 86.75, 88.55, 84.85, 86.95, 84.4, 85.65, 87.05, 84.85, 86.0, 87.2
3,32.05, 28.75, 30.65, 35.3, 38.65, 42.6, 33.65, 50.0, 55.2, 56.5, 56.7, 44.2, 64.15, 70.1, 64.45, 71.55, 60.85, 75.6, 77.85, 78.4, 79.9, 79.15, 80.9, 81.4, 76.7, 80.6, 81.2, 81.8, 82.35, 74.85, 82.25, 82.25, 81.6, 82.2, 80.6, 82.7, 81.9, 82.9, 83.35, 59.35, 81.7, 82.6, 83.45, 84.2, 81.8, 83.85, 84.35, 79.45, 83.9, 80.15, 84.9, 84.75, 82.15, 82.35, 83.3, 83.0, 83.9, 81.8, 81.05, 82.75, 82.95, 83.6, 81.35, 83.7, 82.55, 83.9, 81.6, 81.5, 80.65, 84.0, 83.9, 80.3, 82.95, 84.45, 84.0
4,32.65, 28.25, 37.65, 36.65, 29.85, 46.5, 49.55, 53.3, 44.15, 54.95, 57.7, 59.95, 63.35, 53.95, 64.7, 73.75, 75.35, 76.75, 76.65, 73.05, 78.0, 74.85, 80.05, 79.95, 78.0, 79.95, 78.0, 80.05, 79.5, 80.4, 81.8, 76.6, 83.7, 81.25, 82.75, 83.4, 84.4, 84.0, 80.9, 83.15, 84.45, 81.25, 84.9, 83.9, 84.2, 82.8, 83.95, 84.95, 83.05, 78.9, 83.35, 85.1, 84.0, 84.25, 85.3, 82.2, 80.75, 82.65, 84.55, 83.55, 81.05, 85.2, 83.4, 83.9, 83.05, 85.45, 86.45, 83.0, 83.95, 82.95, 85.2, 85.3, 83.25, 83.85, 84.7
5,34.75, 29.55, 20.85, 22.8, 29.6, 46.15, 37.25, 53.85, 52.25, 47.9, 60.05, 54.7, 61.7, 61.45, 54.35, 71.9, 64.15, 72.45, 74.5, 79.25, 77.85, 77.95, 79.6, 79.0, 82.0, 78.8, 83.5, 82.25, 81.3, 83.75, 80.95, 83.1, 83.05, 82.95, 83.05, 83.4, 84.35, 83.4, 84.8, 81.3, 83.65, 84.25, 83.05, 85.45, 83.85, 84.3, 83.5, 82.95, 85.1, 83.55, 84.15, 86.7, 84.15, 85.2, 84.2, 84.4, 85.95, 83.55, 86.45, 83.85, 81.35, 84.6, 84.05, 87.6, 86.05, 86.15, 86.95, 82.2, 85.8, 86.1, 86.5, 85.65, 83.7, 85.85, 85.45
6,32.4, 29.4, 37.55, 38.1, 32.7, 35.5, 42.15, 44.15, 46.75, 43.25, 45.5, 52.55, 64.85, 59.5, 58.8, 71.8, 70.0, 75.95, 74.75, 75.4, 75.45, 77.45, 80.75, 82.2, 80.7, 80.15, 79.95, 82.7, 83.55, 81.55, 84.35, 82.9, 81.0, 82.65, 83.8, 82.05, 84.0, 83.85, 78.95, 83.1, 81.25, 83.9, 83.0, 78.55, 84.8, 83.35, 82.75, 82.9, 80.45, 83.95, 84.15, 83.6, 84.15, 79.95, 82.9, 84.25, 86.4, 83.0, 81.55, 81.55, 82.5, 76.45, 83.8, 83.55, 79.55, 84.3, 84.5, 82.95, 81.7, 83.55, 83.55, 86.55, 83.9, 83.15, 82.95
7,33.75, 29.4, 20.5, 33.4, 30.7, 39.95, 20.85, 43.15, 50.2, 58.15, 60.15, 41.05, 61.3, 60.2, 61.4, 76.0, 64.65, 73.55, 77.4, 76.6, 79.8, 68.85, 75.4, 80.65, 82.75, 81.15, 80.0, 81.3, 85.65, 84.0, 84.55, 82.05, 80.1, 85.75, 82.1, 84.8, 82.15, 81.3, 86.2, 85.45, 86.9, 85.35, 82.15, 86.7, 85.1, 86.0, 83.35, 83.65, 87.05, 85.6, 85.7, 85.4, 80.9, 84.95, 87.4, 87.55, 84.3, 86.8, 85.65, 84.95, 87.9, 87.95, 84.5, 85.1, 86.1, 82.65, 87.85, 86.0, 86.8, 85.35, 87.4, 88.3, 86.65, 83.05, 86.3
8,30.05, 29.1, 28.7, 29.75, 37.25, 44.0, 27.3, 39.85, 45.05, 32.5, 42.35, 46.15, 58.3, 54.65, 58.8, 64.7, 71.5, 73.25, 75.85, 80.5, 79.7, 72.2, 79.9, 80.75, 79.45, 82.35, 81.4, 74.4, 83.65, 82.05, 84.0, 79.0, 83.4, 86.15, 86.55, 84.5, 79.35, 84.05, 83.75, 85.7, 80.9, 82.15, 84.05, 85.45, 85.5, 85.05, 85.2, 82.25, 87.5, 84.3, 86.6, 82.85, 82.4, 86.5, 83.35, 86.0, 86.05, 83.0, 87.3, 83.4, 85.3, 83.15, 84.0, 85.45, 84.0, 84.6, 84.15, 81.1, 84.3, 83.95, 84.15, 84.15, 86.35, 85.3, 84.2
9,35.25, 29.05, 32.65, 40.2, 35.8, 40.55, 22.2, 31.75, 44.3, 29.75, 46.35, 27.9, 54.6, 58.4, 45.1, 72.95, 70.35, 77.15, 76.0, 75.3, 81.15, 80.45, 80.2, 83.45, 83.85, 82.0, 81.3, 84.2, 84.55, 86.25, 84.4, 85.75, 85.55, 85.5, 86.15, 85.7, 83.6, 85.85, 86.95, 83.85, 86.9, 85.85, 85.1, 86.15, 84.0, 86.65, 85.95, 84.55, 85.6, 85.95, 87.1, 85.85, 85.5, 85.65, 86.6, 85.9, 86.9, 86.55, 85.0, 86.05, 85.5, 87.25, 86.35, 85.5, 86.45, 86.3, 86.95, 85.75, 85.5, 85.8, 83.7, 86.15, 86.65, 85.45, 85.6
